Observation,Energy
50153,71.7459487915
50154,57.6604957581
50155,57.9688148499
50156,46.8149604797
50157,73.0525512695
50158,54.3052215576
50159,47.8418693542
50160,47.0393257141
50161,49.4329109192
50162,36.0744285583
50163,60.032951355
50164,64.5510864258
50165,62.81199646
50166,62.3603439331
50167,83.7505264282
50168,65.5654525757
50169,39.1062088013
50170,61.0800132751
50171,58.8363418579
50172,54.8056221008
50173,48.5438117981
50174,63.9575500488
50175,44.4709320068
50176,52.4989280701
50177,47.9459495544
50178,41.6338539124
50179,28.5808982849
50180,66.3057861328
50181,48.1154403687
50182,45.3256416321
50183,54.5724754333
50184,46.8266716003
50185,47.7601623535
50186,70.0410079956
50187,63.3888397217
50188,70.8887481689
50189,48.2942695618
50190,52.4979095459
50191,50.0705223083
50192,39.47813797
50193,54.3054161072
50194,69.2538299561
50195,40.2132606506
50196,43.975151062
50197,38.7345619202
50198,79.1569671631
50199,43.032245636
50200,46.158115387
50201,54.8814811707
50202,49.7177276611
50203,55.5945320129
50204,41.1563224792
50205,54.2327651978
50206,64.8325881958
50207,44.4092826843
50208,76.1635284424
50209,75.3603973389
50210,62.8674621582
50211,46.1950454712
50212,43.7810516357
50213,66.6156845093
50214,42.5568809509
50215,70.010635376
50216,35.8535194397
50217,56.5607337952
50218,50.0964698792
50219,67.4730453491
50220,62.265335083
50221,42.8878288269
50222,44.5428848267
50223,43.9747810364
50224,66.7099456787
50225,49.5287971497
50226,61.1953964233
50227,57.3473510742
50228,58.9890861511
50229,53.8670196533
50230,71.1828536987
50231,65.4186019897
50232,63.189125061
50233,46.2073707581
50234,49.6817436218
50235,41.0769844055
50236,62.8312911987
50237,45.4913597107
50238,46.7760314941
50239,44.0934944153
50240,52.0166053772
50241,46.3865013123
50242,41.9037895203
50243,45.2203636169
50244,63.1618385315
50245,42.8650779724
50246,35.769329071
50247,57.6664886475
50248,40.9654045105
50249,72.651184082
50250,49.5431747437
50251,56.6877784729
50252,43.3692016602
50253,50.9222679138
50254,51.203502655
50255,77.1945877075
50256,50.5379600525
50257,42.1970939636
50258,77.5121307373
50259,65.5255432129
50260,59.0665855408
50261,74.8291778564
50262,58.4573822021
50263,58.24010849
50264,45.243221283
50265,48.4821548462
50266,43.0504722595
50267,50.9870147705
50268,72.5609970093
50269,63.2898139954
50270,60.4272193909
50271,73.1179962158
50272,41.5469322205
50273,61.4271354675
50274,50.0120162964
50275,37.9972419739
50276,66.497177124
50277,74.6251068115
50278,43.500415802
50279,40.8049507141
50280,64.4013519287
50281,48.5802268982
50282,54.0508995056
50283,72.1478118896
50284,66.5972747803
50285,41.7507667542
50286,42.3446044922
50287,35.1146736145
50288,66.4303512573
50289,56.655040741
50290,43.0745353699
50291,52.5885238647
50292,41.905216217
50293,58.2684745789
50294,44.3809165955
50295,64.661026001
50296,52.9170036316
50297,68.2938613892
50298,43.9975547791
50299,76.9442901611
50300,66.8508605957
50301,54.1521377563
50302,68.9230804443
50303,54.7131958008
50304,66.9161834717
50305,47.2530670166
50306,66.5852355957
50307,43.0727043152
50308,40.2512397766
50309,40.7242088318
50310,46.0825767517
50311,64.3765029907
50312,50.035900116
50313,47.5668106079
50314,48.234287262
50315,38.0701713562
50316,64.3283081055
50317,57.2002906799
50318,54.2513046265
50319,47.3444480896
50320,46.1885566711
50321,39.7048225403
50322,55.6929588318
50323,41.970287323
50324,46.2319602966
50325,64.9945449829
50326,65.0033416748
50327,37.7351570129
50328,56.9960594177
50329,64.634765625
50330,51.7282867432
50331,49.5337486267
50332,58.3149185181
50333,51.0726890564
50334,43.4103660583
50335,76.3428497314
50336,61.6580619812
50337,49.2949256897
50338,51.0269012451
50339,34.0991477966
50340,47.7994499207
50341,38.0273017883
50342,45.3091812134
50343,53.067565918
50344,68.6428985596
50345,37.5551948547
50346,64.7228164673
50347,43.1623344421
50348,39.8727684021
50349,40.4124259949
50350,55.0690841675
50351,55.9218788147
50352,59.5316886902
50353,70.517616272
50354,39.736530304
50355,55.1089172363
50356,66.0394439697
50357,75.1837768555
50358,44.8660011292
50359,49.7685852051
50360,36.1730995178
50361,69.5474472046
50362,44.037197113
50363,47.4448661804
50364,64.7719573975
50365,52.4104499817
50366,45.3185920715
50367,56.8739128113
50368,63.5583724976
50369,42.751285553
50370,68.980140686
50371,62.99741745
50372,40.8776168823
50373,75.4714660645
50374,52.8122596741
50375,49.8877716064
50376,47.4846916199
50377,61.8665466309
50378,40.7087059021
50379,53.500579834
50380,77.0523376465
50381,63.7489242554
50382,54.1207771301
50383,45.4974899292
50384,52.8047866821
50385,45.7405891418
50386,44.9611167908
50387,54.8078422546
50388,42.1725349426
50389,39.4257240295
50390,71.3586730957
50391,67.2140274048
50392,53.3214035034
50393,48.4817657471
50394,33.3214683533
50395,89.8974990845
50396,42.7787284851
50397,51.6944389343
50398,43.8374519348
50399,41.0863304138
50400,45.912197113
50401,49.0561599731
50402,49.4395599365
50403,63.8282165527
50404,66.2061386108
50405,43.0857505798
50406,78.9962310791
50407,63.1683616638
50408,74.2391815186
50409,75.4717636108
50410,67.8431930542
50411,45.5097846985
50412,67.9706268311
50413,44.4290122986
50414,60.8173408508
50415,58.7759284973
50416,45.7071304321
50417,50.760559082
50418,65.0855178833
50419,42.4891395569
50420,63.7523803711
50421,65.3874740601
50422,55.0912437439
50423,51.1408843994
50424,42.2310523987
50425,59.9680976868
50426,47.270236969
50427,49.2720680237
50428,76.9670028687
50429,63.9455986023
50430,63.3416252136
50431,41.645198822
50432,51.222530365
50433,59.9000968933
50434,38.5792655945
50435,45.1101646423
50436,53.8698959351
50437,46.852481842
50438,39.0770072937
50439,71.0637512207
50440,61.2204856873
50441,42.5809745789
50442,55.3873405457
50443,43.3296546936
50444,60.1677780151
50445,69.2238006592
50446,65.8327026367
50447,41.200756073
50448,45.3069114685
50449,58.3834342957
50450,50.1579246521
50451,61.8295783997
50452,56.7656745911
50453,46.4514122009
50454,36.5388298035
50455,44.8134040833
50456,45.549533844
50457,43.6181983948
50458,38.5825920105
50459,67.2692337036
50460,46.4207496643
50461,38.1427116394
50462,64.9194869995
50463,55.9957122803
50464,79.7800292969
50465,44.393081665
50466,69.9570465088
50467,52.9905967712
50468,52.8596992493
50469,61.3705024719
50470,51.6766281128
50471,58.3785171509
50472,59.4420051575
50473,54.3316841125
50474,60.8204116821
50475,59.3077125549
50476,54.8714027405
50477,57.0546264648
50478,61.2380371094
50479,42.4215812683
50480,50.8490028381
50481,54.4767150879
50482,90.7682723999
50483,37.1482048035
50484,51.8491172791
50485,47.5336341858
50486,46.2804412842
50487,44.7075004578
50488,61.2089691162
50489,71.9803848267
50490,56.2671012878
50491,61.6221427917
50492,45.9546470642
50493,35.7528991699
50494,57.3079948425
50495,57.8195419312
50496,45.7424125671
50497,40.5193748474
50498,60.6965103149
50499,55.827205658
50500,43.8145561218
50501,42.6073036194
50502,37.2614173889
50503,56.2264862061
50504,51.4373130798
50505,48.1743125916
50506,46.6963920593
50507,46.7331581116
50508,46.9388771057
50509,57.8648948669
50510,68.3975982666
50511,55.7835159302
50512,56.8151512146
50513,48.0090065002
50514,64.1951217651
50515,72.6173782349
50516,64.655960083
50517,80.381187439
50518,69.1502914429
50519,73.3435211182
50520,71.4964523315
50521,32.6999092102
50522,72.1926956177
50523,69.4919586182
50524,38.8013114929
50525,53.3816184998
50526,62.4385948181
50527,46.1342849731
50528,66.0367736816
50529,78.8253631592
50530,62.1762657166
50531,63.5627403259
50532,43.6679039001
50533,57.2517929077
50534,58.63514328
50535,47.0012626648
50536,51.2418785095
50537,45.0952606201
50538,73.5641937256
50539,71.4368515015
50540,37.151714325
50541,57.6010398865
50542,39.4545936584
50543,51.2791976929
50544,47.6130218506
50545,65.966468811
50546,47.1159248352
50547,66.0148391724
50548,48.8242492676
50549,69.082862854
50550,54.1145515442
50551,32.6181755066
50552,63.3182258606
50553,53.7658309937
50554,47.8657608032
50555,28.5710506439
50556,65.9741210938
50557,46.2939567566
50558,41.1956672668
50559,64.657623291
50560,75.8783035278
50561,64.6276931763
50562,49.7617378235
50563,47.7723426819
50564,43.6754798889
50565,55.8426895142
50566,41.6930274963
50567,78.1884918213
50568,38.7873268127
50569,45.02891922
50570,47.0940704346
50571,72.5955886841
50572,75.7933807373
50573,32.6741828918
50574,57.4273529053
50575,52.566078186
50576,56.0427398682
50577,45.5068702698
50578,67.8100967407
50579,70.4205322266
50580,54.2395553589
50581,48.3241691589
50582,50.9818077087
50583,62.1856651306
50584,61.4235305786
50585,63.9429512024
50586,50.6760253906
50587,60.2041740417
50588,38.6998405457
50589,81.3003234863
50590,71.7200393677
50591,75.4048690796
50592,66.054069519
50593,40.7454948425
50594,63.408454895
50595,39.5406227112
50596,52.7175979614
50597,50.3933525085
50598,72.8898696899
50599,64.1396713257
50600,38.7290000916
50601,44.4230995178
50602,46.8773536682
50603,43.9454689026
50604,49.5244979858
50605,54.1085395813
50606,43.7227020264
50607,52.1325645447
50608,37.8753471375
50609,40.2269935608
50610,56.4365692139
50611,46.234954834
50612,40.9773826599
50613,55.5022697449
50614,42.3407402039
50615,48.9085617065
50616,63.8456459045
50617,47.7368087769
50618,44.3245429993
50619,57.2209777832
50620,39.9111785889
50621,79.8785247803
50622,52.6077575684
50623,45.3815078735
50624,55.3800849915
50625,64.6779327393
50626,65.4517364502
50627,73.797958374
50628,63.601234436
50629,64.7259597778
50630,53.2954292297
50631,39.421245575
50632,49.8835487366
50633,58.7038230896
50634,57.8407058716
50635,46.0660247803
50636,77.8327178955
50637,54.2895507812
50638,68.5479660034
50639,53.0917701721
50640,51.0938606262
50641,43.1076011658
50642,43.5381126404
50643,43.6278190613
50644,55.6297531128
50645,63.7937202454
50646,62.6079368591
50647,52.4667015076
50648,55.1310958862
50649,52.8803138733
50650,69.2428817749
50651,50.941783905
50652,47.5516319275
50653,58.8268928528
50654,52.1883506775
50655,52.9771842957
50656,62.5302238464
50657,76.534286499
50658,63.9745521545
50659,66.2811126709
50660,78.9872436523
50661,46.3867225647
50662,37.6227226257
50663,44.3786735535
50664,50.4653663635
50665,49.0381278992
50666,40.0624580383
50667,44.9266548157
50668,40.6150360107
50669,60.5686836243
50670,73.5973205566
50671,33.1090660095
50672,60.053768158
50673,45.7606582642
50674,39.1326560974
50675,54.663684845
50676,79.7011032104
50677,33.0895309448
50678,63.2073936462
50679,54.4122810364
50680,61.1682434082
50681,70.6218261719
50682,45.2261543274
50683,60.0255851746
50684,66.955657959
50685,77.5812835693
50686,40.9101219177
50687,57.0572013855
50688,64.5907897949
50689,34.9375686646
50690,53.2065124512
50691,40.4767341614
50692,61.6784324646
50693,55.1444587708
50694,46.4175567627
50695,73.5696411133
50696,48.0642204285
50697,68.8549804688
50698,69.1705169678
50699,65.6218338013
50700,42.499042511
50701,40.8610496521
50702,52.6919517517
50703,52.7579193115
50704,44.1269874573
50705,37.6713600159
50706,45.2930870056
50707,37.4162788391
50708,78.8393096924
50709,35.5338973999
50710,57.0230026245
50711,74.5905838013
50712,53.0048027039
50713,42.5730476379
50714,55.0101509094
50715,63.1842689514
50716,42.7800140381
50717,49.7075195312
50718,64.1594848633
50719,50.8564414978
50720,68.0272064209
50721,68.3220596313
50722,72.5551528931
50723,49.5573196411
50724,34.0279350281
50725,69.346321106
50726,35.385017395
50727,37.2281455994
50728,50.8872566223
50729,43.0797920227
50730,74.4446182251
50731,65.9902114868
50732,47.9781913757
50733,40.8984794617
50734,66.1962127686
50735,72.4398727417
50736,62.3269271851
50737,60.8029518127
50738,71.0625839233
50739,40.68592453
50740,39.6787910461
50741,64.9296569824
50742,75.9930725098
50743,65.2421569824
50744,46.1372451782
50745,43.5138435364
50746,59.1144943237
50747,49.303604126
50748,42.7775154114
50749,43.9618034363
50750,61.6442985535
50751,34.2268753052
50752,40.9814033508
50753,60.5043449402
50754,37.5225334167
50755,42.4380149841
50756,48.0814552307
50757,52.9145774841
50758,37.7048912048
50759,82.6720962524
50760,46.9430770874
50761,68.8878555298
50762,49.5770988464
50763,32.9817886353
50764,56.531867981
50765,45.6720466614
50766,41.9104156494
50767,60.4918136597
50768,56.4182014465
50769,33.9060173035
50770,47.0304679871
50771,41.8975105286
50772,68.5877532959
50773,39.8089103699
50774,50.2611503601
50775,43.2568397522
50776,71.9877700806
50777,64.7654342651
50778,47.4612236023
50779,96.8772735596
50780,55.6394538879
50781,45.9447593689
50782,46.7514381409
50783,39.5838851929
50784,67.9044494629
50785,52.6404685974
50786,50.3471374512
50787,52.515171051
50788,80.0985565186
50789,45.2754745483
50790,42.9887733459
50791,37.2578086853
50792,56.3079223633
50793,49.8494949341
50794,30.4266643524
50795,40.673664093
50796,65.5756988525
50797,58.2027244568
50798,76.7008514404
50799,62.3618659973
50800,75.1099700928
50801,69.2743301392
50802,61.9932937622
50803,49.9882469177
50804,66.3689804077
50805,68.1569061279
50806,46.1957015991
50807,52.6864738464
50808,68.329536438
50809,44.3641929626
50810,62.2652053833
50811,46.7914466858
50812,66.521697998
50813,72.249671936
50814,39.1313056946
50815,60.8511123657
50816,48.6567726135
50817,78.6035919189
50818,70.7803955078
50819,60.3512763977
50820,86.2763977051
50821,42.8442497253
50822,86.5063095093
50823,47.145565033
50824,75.8875579834
50825,35.3444290161
50826,50.0428771973
50827,79.9936981201
50828,46.7795219421
50829,43.3151359558
50830,55.0469322205
50831,62.5842819214
50832,76.1362304688
50833,61.9376296997
50834,61.4399833679
50835,48.6490478516
50836,40.613368988
50837,71.6736755371
50838,59.1399307251
50839,39.0410194397
50840,52.3388633728
50841,59.2838172913
50842,31.7900104523
50843,61.8464698792
50844,42.509601593
50845,43.2018013
50846,42.0233802795
50847,42.068775177
50848,39.9942741394
50849,53.7911338806
50850,53.3079338074
50851,42.4007148743
50852,60.708316803
50853,59.9724159241
50854,43.8502998352
50855,57.1947593689
50856,56.8989372253
50857,44.5170478821
50858,64.6862335205
50859,44.2136878967
50860,44.3802452087
50861,90.1911697388
50862,49.4639015198
50863,59.6276359558
50864,60.0895385742
50865,70.6307983398
50866,51.7450370789
50867,52.3539009094
50868,47.3696556091
50869,42.2264442444
50870,43.3346595764
50871,56.2656402588
50872,47.4895744324
50873,59.5026817322
50874,49.263961792
50875,50.9428024292
50876,71.5414428711
50877,60.2252235413
50878,57.2947616577
50879,70.5344314575
50880,45.1981315613
50881,43.9146995544
50882,64.5191497803
50883,62.1901321411
50884,71.8756408691
50885,64.0853729248
50886,61.6534080505
50887,59.7117347717
50888,40.9380073547
50889,66.6773605347
50890,50.8900184631
50891,44.1612281799
50892,52.897983551
50893,65.1513290405
50894,46.1563034058
50895,55.5526008606
50896,48.8739547729
50897,59.9850959778
50898,67.9335174561
50899,60.4243965149
50900,51.7791099548
50901,44.5066108704
50902,72.3753509521
50903,62.4934959412
50904,56.4958305359
50905,57.680606842
50906,43.7759284973
50907,43.5281562805
50908,51.5496253967
50909,30.8134212494
50910,41.8181800842
50911,40.1356086731
50912,36.9688987732
50913,53.8643836975
50914,58.2579650879
50915,54.8648109436
50916,39.6537361145
50917,69.9795227051
50918,65.6828308105
50919,59.3331336975
50920,45.2898368835
50921,67.6160507202
50922,60.452255249
50923,57.6674079895
50924,81.0286178589
50925,44.644733429
50926,73.4481430054
50927,65.0698242188
50928,56.8592567444
50929,47.2939834595
50930,55.1774482727
50931,44.3671531677
50932,64.2121276855
50933,37.273601532
50934,66.5297622681
50935,54.5387382507
50936,44.3816184998
50937,45.87707901
50938,55.1396522522
50939,43.0003623962
50940,60.3485450745
50941,55.6411781311
50942,79.9937210083
50943,42.8163719177
50944,75.2691192627
50945,59.7904930115
50946,43.7287406921
50947,48.7907371521
50948,36.1354217529
50949,50.2878494263
50950,60.1194877625
50951,56.0265464783
50952,50.591999054
50953,59.1315231323
50954,38.9420890808
50955,46.8009414673
50956,51.4034004211
50957,37.3961372375
50958,66.8525695801
50959,61.7076301575
50960,76.2637710571
50961,39.7737922668
50962,48.3629417419
50963,40.2288017273
50964,78.4277191162
50965,40.0679779053
50966,51.2658729553
50967,96.9564208984
50968,52.1173629761
50969,48.176158905
50970,54.5895233154
50971,52.6078948975
50972,40.3708229065
50973,56.3672447205
50974,91.1089172363
50975,65.5894012451
50976,32.053352356
50977,57.2415122986
50978,62.7647895813
50979,42.4585609436
50980,46.925151825
50981,52.4133033752
50982,48.8991508484
50983,46.6727142334
50984,69.067565918
50985,41.6927680969
50986,66.9779281616
50987,61.5565910339
50988,54.3725090027
50989,67.7440185547
50990,45.8932991028
50991,32.0549240112
50992,62.3553390503
50993,44.4954185486
50994,44.8688774109
50995,47.9017486572
50996,39.2123947144
50997,67.7353439331
50998,37.8058738708
50999,65.1591339111
51000,37.302898407
51001,65.0456466675
51002,45.1189880371
51003,59.2229309082
51004,43.3413658142
51005,62.2651596069
51006,48.1296653748
51007,55.942779541
51008,69.7303695679
51009,34.7269058228
51010,43.4068870544
51011,45.1727485657
51012,63.2639579773
51013,39.6708946228
51014,61.799785614
51015,54.7166481018
51016,57.670589447
51017,43.4156608582
51018,57.7147483826
51019,38.8572807312
51020,46.6761741638
51021,43.2779121399
51022,54.5753669739
51023,39.8350334167
51024,39.6954078674
51025,40.2885246277
51026,72.408531189
51027,45.4627914429
51028,49.6292572021
51029,49.1986618042
51030,69.2669830322
51031,49.1020851135
51032,59.9544334412
51033,46.7335624695
51034,68.1275634766
51035,64.9307556152
51036,36.3253936768
51037,77.7776489258
51038,36.869846344
51039,59.7336502075
51040,75.0802307129
51041,44.0532264709
51042,75.4826812744
51043,49.1498451233
51044,41.1044960022
51045,50.5935821533
51046,44.8775939941
51047,66.2183685303
51048,60.8494644165
51049,62.2969703674
51050,50.027671814
51051,57.7481422424
51052,61.9260025024
51053,43.0520744324
51054,66.2327804565
51055,34.1647644043
51056,40.9158363342
51057,63.7225761414
51058,59.6503715515
51059,46.2223320007
51060,67.6324768066
51061,48.6422691345
51062,71.2509613037
51063,67.0442276001
51064,52.3186035156
51065,42.7530860901
51066,49.5568084717
51067,71.4584655762
51068,52.4752578735
51069,69.8045501709
51070,62.3985481262
51071,59.0376663208
51072,80.5425643921
51073,60.9365119934
51074,40.0489082336
51075,41.2316246033
51076,44.6044425964
51077,95.7843322754
51078,47.4522438049
51079,64.4836425781
51080,43.3791313171
51081,64.0455932617
51082,71.6778564453
51083,42.7264518738
51084,42.310092926
51085,62.1203384399
51086,45.2878227234
51087,45.0666160583
51088,62.0404319763
51089,75.9356231689
51090,48.2154350281
51091,51.6110343933
51092,58.2546844482
51093,57.5254516602
51094,41.3478813171
51095,58.1238670349
51096,70.9886169434
51097,56.5685844421
51098,45.8001480103
51099,49.943939209
51100,46.9410476685
51101,43.5334281921
51102,41.067401886
51103,55.1867408752
51104,54.5244483948
51105,56.8009147644
51106,57.9344825745
51107,60.2323570251
51108,42.1128501892
51109,45.6528282166
51110,49.4646453857
51111,60.9139976501
51112,43.6062355042
51113,32.460899353
51114,51.0805625916
51115,53.7096366882
51116,56.430606842
51117,71.7206192017
51118,39.3109207153
51119,48.7891807556
51120,55.6307640076
51121,37.6996536255
51122,47.0099754333
51123,52.7560348511
51124,43.8602867126
51125,62.5568962097
51126,57.6219673157
51127,59.3935317993
51128,59.0927467346
51129,60.4381217957
51130,49.5030670166
51131,49.896320343
51132,52.1696510315
51133,51.8248634338
51134,69.0813903809
51135,54.7330589294
51136,75.5902862549
51137,58.4432106018
51138,77.9630126953
51139,68.9264221191
51140,58.8875656128
51141,70.5423126221
51142,42.6226463318
51143,70.0115737915
51144,56.9438362122
51145,52.2338180542
51146,48.2516517639
51147,68.6188430786
51148,37.5339927673
51149,42.7136383057
51150,46.780216217
51151,59.9062995911
51152,38.2664756775
51153,38.6858634949
51154,41.378200531
51155,40.8845787048
51156,41.7023620605
51157,50.7967453003
51158,67.6408996582
51159,38.9266853333
51160,50.6006965637
51161,73.5105667114
51162,75.2427062988
51163,47.2227020264
51164,44.9423599243
51165,56.6105880737
51166,34.199306488
51167,42.3850288391
51168,46.9601860046
51169,38.0928688049
51170,74.0056686401
51171,45.4371452332
51172,48.7822990417
51173,46.1603431702
51174,85.8185348511
51175,63.350933075
51176,48.6856575012
51177,57.8134460449
51178,70.0037002563
51179,37.5318946838
51180,53.9788551331
51181,85.0736846924
51182,39.5869255066
51183,44.2422676086
51184,43.1683425903
51185,62.7163925171
51186,41.1958580017
51187,48.7520027161
51188,71.2681427002
51189,40.2709197998
51190,42.2102012634
51191,74.6315002441
51192,62.9379920959
51193,58.4384918213
51194,37.4361724854
51195,54.6117134094
51196,54.1510505676
51197,63.169002533
51198,59.0886573792
51199,56.3948059082
51200,102.38494873
51201,51.9073143005
51202,60.5108680725
51203,38.9264335632
51204,51.8249092102
51205,60.8733482361
51206,48.525592804
51207,51.5435256958
51208,54.0652694702
51209,65.8299865723
51210,62.7358512878
51211,53.0582847595
51212,39.1440086365
51213,63.4509506226
51214,61.3462715149
51215,42.7876319885
51216,37.8993644714
51217,48.1749801636
51218,92.8976364136
51219,40.2108421326
51220,63.6009063721
51221,78.4507751465
51222,57.5747871399
51223,40.3190422058
51224,61.5250282288
51225,46.3918380737
51226,42.204875946
51227,43.2739982605
51228,46.56224823
51229,72.077331543
51230,53.4477920532
51231,59.785861969
51232,66.5869522095
51233,58.4038276672
51234,39.3358039856
51235,40.0452919006
51236,47.9396095276
51237,59.3925094604
51238,85.4494400024
51239,54.2015647888
51240,48.3421287537
51241,51.4037818909
51242,32.5310783386
51243,60.0208930969
51244,51.9482803345
51245,55.8117256165
51246,36.4911003113
51247,47.879901886
51248,54.8794822693
51249,63.7671775818
51250,48.1156387329
51251,42.8711357117
51252,42.7743186951
51253,77.8087005615
51254,68.4747924805
51255,62.8085289001
51256,65.8455123901
51257,54.0263786316
51258,46.3270111084
51259,50.1732215881
51260,46.5023269653
51261,61.6880912781
51262,68.4289550781
51263,42.8706550598
51264,41.3396492004
51265,45.1183128357
51266,65.4215393066
51267,63.3897209167
51268,57.0837898254
51269,69.1891021729
51270,46.1043052673
51271,50.1365013123
51272,33.791343689
51273,43.0838508606
51274,63.4212799072
51275,63.3978652954
51276,75.3915557861
51277,60.0421905518
51278,52.8718414307
51279,44.8087501526
51280,54.8956871033
51281,43.1786689758
51282,68.8583068848
51283,48.3746452332
51284,78.488861084
51285,64.4597244263
51286,41.1763343811
51287,38.2993202209
51288,37.0021247864
51289,53.3884544373
51290,71.5801086426
51291,55.8394737244
51292,47.7902412415
51293,66.6909179688
51294,55.0968017578
51295,46.3991203308
51296,45.0723152161
51297,47.3560066223
51298,52.8901863098
51299,55.8906440735
51300,51.6381645203
51301,35.1335372925
51302,70.3695297241
51303,68.7331542969
51304,58.6448974609
51305,33.7026824951
51306,37.1039352417
51307,44.9344940186
51308,69.4100036621
51309,47.9812088013
51310,58.5118026733
51311,51.118976593
51312,48.3088760376
51313,36.2339363098
51314,68.9384002686
51315,53.4443626404
51316,43.5342597961
51317,53.9195671082
51318,66.8589935303
51319,54.7557487488
51320,47.4301376343
51321,54.8082809448
51322,53.5222549438
51323,49.6460151672
51324,70.7258758545
51325,40.8494567871
51326,64.8090820312
51327,40.2670783997
51328,68.4759979248
51329,47.9690895081
51330,46.1959915161
51331,51.3521194458
51332,71.8066253662
51333,59.2339286804
51334,61.8404083252
51335,58.8398628235
51336,48.1078987122
51337,48.5569877625
51338,39.9037132263
51339,56.3741188049
51340,48.0281944275
51341,63.6023826599
51342,73.1319732666
51343,55.5716896057
51344,42.0969429016
51345,64.010269165
51346,52.428314209
51347,62.796169281
51348,58.3083305359
51349,70.4648284912
51350,67.3789672852
51351,43.8513412476
51352,49.3718910217
51353,49.1061325073
51354,40.3264884949
51355,51.4683799744
51356,53.2688407898
51357,75.7751541138
51358,60.5363121033
51359,48.0304069519
51360,45.3751716614
51361,44.9784164429
51362,43.8853797913
51363,39.3861885071
51364,38.1155204773
51365,42.2773933411
51366,74.135597229
51367,71.4275054932
51368,91.4814605713
51369,64.0787658691
51370,39.7194328308
51371,44.8057518005
51372,36.2611427307
51373,41.4105873108
51374,43.5462913513
51375,53.2455711365
51376,70.963394165
51377,46.0498733521
51378,52.0468406677
51379,49.9229812622
51380,59.4126091003
51381,60.7074394226
51382,36.199420929
51383,44.6447410583
51384,62.9615020752
51385,52.4366493225
51386,57.6156349182
51387,42.957611084
51388,62.4664802551
51389,42.8053092957
51390,78.9080429077
51391,53.2988319397
51392,50.6027603149
51393,57.1334648132
51394,29.5089702606
51395,59.5458869934
51396,41.9797439575
51397,55.7621536255
51398,69.3112564087
51399,39.363117218
51400,77.8123626709
51401,58.5483169556
51402,47.4841041565
51403,41.1290817261
51404,44.7460441589
51405,45.104511261
51406,63.8857574463
51407,47.903263092
51408,52.0281105042
51409,71.22996521
51410,77.3673858643
51411,70.6997833252
51412,36.1574287415
51413,41.7733345032
