Observation,Energy
50476,67.4
50477,71.6
50478,66.6
50479,82.7333333333
50480,72.8666666667
50481,106.933333333
50482,259.533333333
50483,53.3333333333
50484,67.5333333333
50485,280.733333333
50486,69.5333333333
50487,44.6666666667
50488,104.266666667
50489,266.8
50490,61.8
50491,141.733333333
50492,204.066666667
50493,56.0
50494,69.8666666667
50495,67.2
50496,78.6666666667
50497,69.5333333333
50498,79.5333333333
50499,148.866666667
50500,47.2666666667
50501,71.5333333333
50502,60.1333333333
50503,89.5333333333
50504,62.2
50505,35.6
50506,41.4
50507,64.4
50508,54.7333333333
50509,90.4
50510,66.6
50511,79.7333333333
50512,62.6666666667
50513,57.4
50514,94.9333333333
50515,126.133333333
50516,114.066666667
50517,93.8666666667
50518,83.2
50519,150.866666667
50520,230.733333333
50521,50.0
50522,122.0
50523,142.4
50524,40.7333333333
50525,66.4
50526,86.5333333333
50527,67.2
50528,71.2
50529,136.0
50530,66.2666666667
50531,82.5333333333
50532,115.4
50533,70.2
50534,67.2
50535,88.3333333333
50536,89.8666666667
50537,50.3333333333
50538,200.133333333
50539,279.066666667
50540,55.6666666667
50541,64.1333333333
50542,67.0
50543,79.5333333333
50544,76.8
50545,150.666666667
50546,62.3333333333
50547,215.733333333
50548,86.1333333333
50549,94.4666666667
50550,55.8666666667
50551,54.0
50552,108.933333333
50553,165.4
50554,58.4666666667
50555,63.0666666667
50556,89.3333333333
50557,53.9333333333
50558,198.333333333
50559,124.4
50560,174.0
50561,374.533333333
50562,101.266666667
50563,47.8666666667
50564,67.6666666667
50565,72.9333333333
50566,400.866666667
50567,121.266666667
50568,64.4666666667
50569,41.7333333333
50570,75.8666666667
50571,241.866666667
50572,186.666666667
50573,60.8
50574,67.6
50575,50.8
50576,91.0666666667
50577,60.1333333333
50578,105.733333333
50579,154.466666667
50580,95.2666666667
50581,64.8666666667
50582,52.5333333333
50583,76.2666666667
50584,68.4666666667
50585,98.8
50586,103.8
50587,58.8666666667
50588,45.5333333333
50589,200.266666667
50590,69.6
50591,130.066666667
50592,87.9333333333
50593,56.1333333333
50594,61.9333333333
50595,52.1333333333
50596,90.4
50597,144.0
50598,172.333333333
50599,87.2
50600,59.1333333333
50601,52.0
50602,295.333333333
50603,50.0
50604,103.533333333
50605,89.4
50606,39.2666666667
50607,84.5333333333
50608,68.5333333333
50609,69.1333333333
50610,61.4666666667
50611,53.7333333333
50612,41.6666666667
50613,77.4666666667
50614,50.4
50615,51.0
50616,81.4
50617,149.666666667
50618,65.8666666667
50619,66.0666666667
50620,63.0
50621,168.866666667
50622,150.333333333
50623,112.066666667
50624,101.266666667
50625,122.666666667
50626,124.533333333
50627,125.733333333
50628,91.6666666667
50629,184.933333333
50630,55.2
50631,511.533333333
50632,93.8
50633,92.0666666667
50634,345.333333333
50635,174.2
50636,198.8
50637,74.1333333333
50638,89.2
50639,50.8666666667
50640,103.2
50641,59.0666666667
50642,42.0666666667
50643,84.8666666667
50644,67.5333333333
50645,97.8
50646,164.333333333
50647,80.0
50648,63.2
50649,55.0
50650,120.333333333
50651,67.4
50652,35.8666666667
50653,89.6666666667
50654,89.0666666667
50655,71.2666666667
50656,104.533333333
50657,220.8
50658,77.8666666667
50659,144.133333333
50660,126.133333333
50661,39.8
50662,42.9333333333
50663,44.7333333333
50664,69.5333333333
50665,77.7333333333
50666,66.1333333333
50667,59.9333333333
50668,41.2666666667
50669,170.066666667
50670,192.8
50671,47.8666666667
50672,59.6666666667
50673,62.3333333333
50674,58.9333333333
50675,97.9333333333
50676,64.0
50677,64.8666666667
50678,100.733333333
50679,111.0
50680,104.0
50681,218.466666667
50682,45.9333333333
50683,88.6666666667
50684,105.0
50685,179.466666667
50686,61.2
50687,149.933333333
50688,55.1333333333
50689,52.6666666667
50690,48.3333333333
50691,63.6666666667
50692,195.4
50693,73.8666666667
50694,65.0666666667
50695,353.0
50696,57.4666666667
50697,127.266666667
50698,95.4666666667
50699,114.2
50700,44.2666666667
50701,85.5333333333
50702,311.666666667
50703,89.2
50704,65.9333333333
50705,58.8
50706,68.2
50707,83.5333333333
50708,218.0
50709,54.6666666667
50710,56.5333333333
50711,122.0
50712,61.8
50713,47.0
50714,171.933333333
50715,105.866666667
50716,52.8
50717,61.2666666667
50718,168.866666667
50719,74.7333333333
50720,110.266666667
50721,96.2666666667
50722,180.933333333
50723,74.7333333333
50724,77.0
50725,169.466666667
50726,55.8
50727,58.7333333333
50728,220.8
50729,49.2
50730,249.0
50731,330.866666667
50732,84.4666666667
50733,53.2
50734,330.4
50735,189.6
50736,201.733333333
50737,99.0666666667
50738,120.0
50739,57.0666666667
50740,66.6666666667
50741,65.8
50742,119.2
50743,182.2
50744,58.9333333333
50745,60.5333333333
50746,148.466666667
50747,82.3333333333
50748,220.0
50749,59.4666666667
50750,151.866666667
50751,66.9333333333
50752,131.933333333
50753,95.8
50754,41.8666666667
50755,67.0666666667
50756,77.9333333333
50757,51.4
50758,59.6666666667
50759,86.0
50760,74.4
50761,101.733333333
50762,69.9333333333
50763,44.1333333333
50764,112.933333333
50765,56.9333333333
50766,66.5333333333
50767,68.4666666667
50768,108.666666667
50769,68.5333333333
50770,67.1333333333
50771,45.4
50772,168.4
50773,54.2
50774,136.933333333
50775,79.4
50776,123.333333333
50777,122.133333333
50778,220.6
50779,296.0
50780,75.8666666667
50781,44.8
50782,70.6666666667
50783,183.333333333
50784,201.466666667
50785,83.4666666667
50786,60.9333333333
50787,102.266666667
50788,214.533333333
50789,72.2
50790,67.4666666667
50791,58.3333333333
50792,77.6666666667
50793,55.2666666667
50794,77.0
50795,55.8
50796,86.6
50797,77.2666666667
50798,267.666666667
50799,230.733333333
50800,161.933333333
50801,315.333333333
50802,109.066666667
50803,85.9333333333
50804,145.533333333
50805,277.266666667
50806,67.1333333333
50807,100.466666667
50808,138.066666667
50809,81.8
50810,109.466666667
50811,56.5333333333
50812,127.4
50813,148.866666667
50814,304.266666667
50815,63.2666666667
50816,72.4666666667
50817,105.8
50818,126.466666667
50819,82.8
50820,196.8
50821,57.6666666667
50822,138.866666667
50823,66.7333333333
50824,328.333333333
50825,110.4
50826,61.5333333333
50827,252.933333333
50828,59.5333333333
50829,42.9333333333
50830,61.1333333333
50831,141.6
50832,112.933333333
50833,78.8666666667
50834,71.9333333333
50835,63.5333333333
50836,61.0
50837,170.466666667
50838,54.6666666667
50839,63.0666666667
50840,67.4
50841,127.466666667
50842,45.2
50843,118.933333333
50844,70.6666666667
50845,72.0
50846,53.6666666667
50847,114.2
50848,64.5333333333
50849,73.2
50850,63.2666666667
50851,68.6666666667
50852,80.3333333333
50853,45.5333333333
50854,54.3333333333
50855,113.733333333
50856,145.8
50857,70.3333333333
50858,50.6
50859,70.3333333333
50860,62.3333333333
50861,246.2
50862,53.1333333333
50863,119.666666667
50864,99.4666666667
50865,172.4
50866,85.1333333333
50867,61.4
50868,197.2
50869,76.6
50870,35.0
50871,82.2666666667
50872,74.3333333333
50873,148.933333333
50874,68.6666666667
50875,101.866666667
50876,362.666666667
50877,119.266666667
50878,88.0666666667
50879,116.666666667
50880,136.6
50881,83.7333333333
50882,309.266666667
50883,137.133333333
50884,82.5333333333
50885,230.466666667
50886,166.0
50887,119.466666667
50888,62.8
50889,272.866666667
50890,71.9333333333
50891,64.7333333333
50892,45.6
50893,156.2
50894,75.2666666667
50895,66.6666666667
50896,102.8
50897,63.0666666667
50898,103.2
50899,66.2
50900,146.866666667
50901,60.8
50902,171.6
50903,69.0
50904,66.6
50905,69.0666666667
50906,39.2
50907,72.8666666667
50908,71.6
50909,76.4
50910,88.5333333333
50911,52.7333333333
50912,45.0
50913,80.1333333333
50914,182.933333333
50915,66.8666666667
50916,85.4
50917,139.066666667
50918,104.933333333
50919,99.0666666667
50920,64.5333333333
50921,242.533333333
50922,280.666666667
50923,132.266666667
50924,185.066666667
50925,84.4
50926,281.8
50927,66.6
50928,80.7333333333
50929,70.6
50930,73.1333333333
50931,58.3333333333
50932,80.9333333333
50933,57.1333333333
50934,100.133333333
50935,127.466666667
50936,43.8666666667
50937,62.5333333333
50938,88.0
50939,39.0
50940,101.0
50941,44.4
50942,98.7333333333
50943,69.4666666667
50944,161.4
50945,58.0666666667
50946,53.0
50947,88.0
50948,60.8
50949,60.6666666667
50950,108.866666667
50951,59.2666666667
50952,63.5333333333
50953,162.0
50954,53.6666666667
50955,176.666666667
50956,91.3333333333
50957,68.5333333333
50958,150.2
50959,60.8666666667
50960,185.4
50961,53.6666666667
50962,137.8
50963,51.6
50964,323.866666667
50965,64.8
50966,59.0666666667
50967,262.933333333
50968,83.2
50969,62.2666666667
50970,156.733333333
50971,69.1333333333
50972,56.2666666667
50973,80.2666666667
50974,217.2
50975,145.0
50976,57.4666666667
50977,104.2
50978,67.8
50979,64.0666666667
50980,42.9333333333
50981,57.2666666667
50982,112.333333333
50983,374.6
50984,190.333333333
50985,53.6
50986,157.266666667
50987,186.6
50988,102.933333333
50989,248.8
50990,43.6666666667
50991,60.4666666667
50992,71.9333333333
50993,107.466666667
50994,54.1333333333
50995,66.2
50996,64.4
50997,137.533333333
50998,65.6
50999,144.066666667
51000,42.8666666667
51001,111.466666667
51002,78.6666666667
51003,61.9333333333
51004,65.8666666667
51005,142.866666667
51006,52.3333333333
51007,80.0666666667
51008,153.266666667
51009,56.6
51010,244.866666667
51011,80.6666666667
51012,73.2
51013,75.2666666667
51014,137.866666667
51015,96.9333333333
51016,108.466666667
51017,65.0666666667
51018,87.4666666667
51019,69.7333333333
51020,56.8666666667
51021,50.5333333333
51022,246.733333333
51023,42.2
51024,172.0
51025,38.4666666667
51026,118.066666667
51027,75.0666666667
51028,60.8666666667
51029,70.1333333333
51030,115.933333333
51031,70.8666666667
51032,152.266666667
51033,53.6
51034,210.6
51035,72.6
51036,51.0666666667
51037,248.2
51038,48.4666666667
51039,181.466666667
51040,173.333333333
51041,41.6666666667
51042,114.333333333
51043,59.4
51044,65.6666666667
51045,231.2
51046,57.2
51047,129.133333333
51048,230.2
51049,77.0666666667
51050,88.0
51051,109.866666667
51052,155.2
51053,50.2666666667
51054,90.9333333333
51055,59.0666666667
51056,62.8
51057,118.466666667
51058,111.666666667
51059,89.8666666667
51060,121.533333333
51061,44.0666666667
51062,277.733333333
51063,118.466666667
51064,131.2
51065,71.5333333333
51066,107.066666667
51067,130.333333333
51068,61.9333333333
51069,312.8
51070,64.4
51071,212.866666667
51072,150.6
51073,104.866666667
51074,52.1333333333
51075,44.1333333333
51076,123.266666667
51077,271.066666667
51078,59.2
51079,89.3333333333
51080,79.6666666667
51081,113.8
51082,152.466666667
51083,56.3333333333
51084,63.2666666667
51085,192.666666667
51086,47.3333333333
51087,70.2
51088,185.733333333
51089,154.133333333
51090,89.6
51091,117.733333333
51092,340.8
51093,201.066666667
51094,62.0
51095,275.333333333
51096,254.666666667
51097,203.533333333
51098,66.0666666667
51099,48.7333333333
51100,97.5333333333
51101,64.8666666667
51102,66.0
51103,76.0666666667
51104,72.6666666667
51105,60.3333333333
51106,137.466666667
51107,91.6
51108,64.9333333333
51109,67.3333333333
51110,94.0666666667
51111,133.066666667
51112,58.5333333333
51113,66.0666666667
51114,78.4666666667
51115,61.7333333333
51116,85.0
51117,83.5333333333
51118,55.7333333333
51119,64.1333333333
51120,70.2666666667
51121,56.0666666667
51122,73.7333333333
51123,71.2
51124,41.7333333333
51125,64.2666666667
51126,79.0
51127,91.6
51128,104.066666667
51129,109.066666667
51130,209.466666667
51131,166.0
51132,155.066666667
51133,66.0
51134,198.266666667
51135,71.6666666667
51136,152.6
51137,105.933333333
51138,121.066666667
51139,186.066666667
51140,90.2
51141,110.066666667
51142,72.5333333333
51143,278.733333333
51144,95.8
51145,105.066666667
51146,104.066666667
51147,265.666666667
51148,88.6666666667
51149,60.9333333333
51150,198.2
51151,112.133333333
51152,64.0666666667
51153,66.9333333333
51154,50.0666666667
51155,68.6
51156,76.2
51157,119.933333333
51158,146.733333333
51159,70.7333333333
51160,105.4
51161,182.933333333
51162,69.8666666667
51163,67.4666666667
51164,67.4666666667
51165,83.2666666667
51166,46.0
51167,64.4
51168,75.2666666667
51169,56.2
51170,245.2
51171,52.2666666667
51172,85.6666666667
51173,133.6
51174,221.333333333
51175,114.733333333
51176,50.6666666667
51177,90.4
51178,119.133333333
51179,64.0666666667
51180,73.3333333333
51181,200.866666667
51182,43.6
51183,72.8
51184,45.0
51185,112.933333333
51186,40.6
51187,184.333333333
51188,189.4
51189,42.6
51190,63.3333333333
51191,138.6
51192,109.466666667
51193,83.0
51194,42.4
51195,62.2666666667
51196,80.7333333333
51197,63.0
51198,190.533333333
51199,62.6666666667
51200,328.133333333
51201,67.4
51202,67.8666666667
51203,173.533333333
51204,131.2
51205,67.5333333333
51206,103.2
51207,64.2
51208,58.6
51209,317.733333333
51210,140.333333333
51211,129.266666667
51212,64.3333333333
51213,63.1333333333
51214,87.8666666667
51215,59.2666666667
51216,45.8666666667
51217,152.933333333
51218,439.733333333
51219,63.8666666667
51220,89.6666666667
51221,78.4
51222,97.2666666667
51223,53.2666666667
51224,98.8666666667
51225,61.6
51226,62.9333333333
51227,60.8
51228,56.7333333333
51229,93.6
51230,71.2
51231,67.8666666667
51232,112.133333333
51233,99.5333333333
51234,166.733333333
51235,57.8
51236,61.2666666667
51237,57.4666666667
51238,183.333333333
51239,60.6666666667
51240,59.4666666667
51241,71.7333333333
51242,71.8
51243,80.2
51244,117.066666667
51245,74.4666666667
51246,34.7333333333
51247,248.133333333
51248,64.8666666667
51249,70.4
51250,53.0666666667
51251,62.8666666667
51252,46.9333333333
51253,63.4666666667
51254,141.866666667
51255,87.2
51256,102.266666667
51257,103.066666667
51258,64.6
51259,71.0
51260,65.4666666667
51261,109.733333333
51262,128.6
51263,66.9333333333
51264,61.7333333333
51265,65.4666666667
51266,386.333333333
51267,92.7333333333
51268,73.9333333333
51269,190.066666667
51270,57.3333333333
51271,64.2
51272,140.333333333
51273,125.666666667
51274,120.066666667
51275,74.8
51276,178.466666667
51277,100.2
51278,50.0666666667
51279,42.5333333333
51280,70.6
51281,87.0666666667
51282,151.866666667
51283,97.4
51284,149.133333333
51285,143.866666667
51286,39.2
51287,45.9333333333
51288,126.0
51289,203.0
51290,159.733333333
51291,55.3333333333
51292,55.4666666667
51293,198.066666667
51294,111.0
51295,57.4
51296,99.8666666667
51297,59.0
51298,156.933333333
51299,54.5333333333
51300,71.7333333333
51301,222.133333333
51302,194.733333333
51303,264.466666667
51304,76.4
51305,199.266666667
51306,57.0
51307,92.6666666667
51308,151.466666667
51309,76.4666666667
51310,94.6
51311,117.8
51312,43.0
51313,74.0666666667
51314,108.8
51315,66.2
51316,70.2666666667
51317,150.333333333
51318,93.2666666667
51319,127.533333333
51320,139.666666667
51321,65.1333333333
51322,97.0666666667
51323,70.9333333333
51324,162.2
51325,49.0666666667
51326,91.4
51327,61.8
51328,90.9333333333
51329,55.0666666667
51330,70.4
51331,64.7333333333
51332,208.066666667
51333,60.4666666667
51334,380.866666667
51335,77.3333333333
51336,54.0666666667
51337,112.933333333
51338,45.8
51339,48.9333333333
51340,86.7333333333
51341,68.9333333333
51342,147.466666667
51343,68.1333333333
51344,51.9333333333
51345,109.466666667
51346,53.7333333333
51347,98.4
51348,132.533333333
51349,260.6
51350,110.666666667
51351,65.4
51352,68.0
51353,67.7333333333
51354,46.6
51355,152.4
51356,143.066666667
51357,69.0666666667
51358,83.6666666667
51359,57.8666666667
51360,164.266666667
51361,69.9333333333
51362,56.9333333333
51363,40.6
51364,55.5333333333
51365,70.7333333333
51366,115.866666667
51367,278.2
51368,327.133333333
51369,101.733333333
51370,64.8666666667
51371,49.2666666667
51372,59.7333333333
51373,183.466666667
51374,62.7333333333
51375,41.2666666667
51376,337.733333333
51377,162.133333333
51378,75.8666666667
51379,62.6
51380,60.2
51381,136.666666667
51382,48.2
51383,55.5333333333
51384,82.1333333333
51385,103.066666667
51386,73.1333333333
51387,220.533333333
51388,115.533333333
51389,72.2666666667
51390,164.866666667
51391,141.733333333
51392,61.2666666667
51393,77.5333333333
51394,64.6666666667
51395,80.4666666667
51396,39.8
51397,82.8666666667
51398,110.8
51399,109.6
51400,104.8
51401,170.666666667
51402,68.4666666667
51403,58.8666666667
51404,105.466666667
51405,49.7333333333
51406,153.533333333
51407,134.0
51408,60.6
51409,225.933333333
51410,135.066666667
51411,126.666666667
51412,49.4
51413,64.0666666667
51414,118.866666667
51415,191.133333333
51416,87.2
51417,224.333333333
51418,57.1333333333
51419,62.7333333333
51420,43.2666666667
51421,145.333333333
51422,82.1333333333
51423,219.2
51424,57.6
51425,48.8666666667
51426,64.1333333333
51427,85.2666666667
51428,64.0666666667
51429,86.2666666667
51430,147.733333333
51431,214.733333333
51432,65.1333333333
51433,64.1333333333
51434,165.4
51435,300.333333333
51436,74.1333333333
51437,65.8
51438,70.7333333333
51439,106.733333333
51440,68.2666666667
51441,114.333333333
51442,119.333333333
51443,43.1333333333
51444,63.8666666667
51445,222.866666667
51446,229.0
51447,184.733333333
51448,71.0
51449,57.6
51450,129.066666667
51451,57.8666666667
51452,121.266666667
51453,259.533333333
51454,115.333333333
51455,60.8666666667
51456,61.8666666667
51457,212.0
51458,64.8666666667
51459,60.2666666667
51460,67.7333333333
51461,101.8
51462,51.4
51463,71.0666666667
51464,56.2666666667
51465,119.466666667
51466,338.333333333
51467,71.4
51468,58.4
51469,80.7333333333
51470,174.6
51471,91.3333333333
51472,51.0
51473,50.4
51474,73.4
51475,121.466666667
51476,267.8
51477,112.4
51478,50.8
51479,59.6
51480,81.1333333333
51481,86.2
51482,65.4666666667
51483,90.8
51484,100.2
51485,113.466666667
51486,71.0
51487,46.3333333333
51488,80.9333333333
51489,75.5333333333
51490,96.0666666667
51491,147.0
51492,245.0
51493,66.8
51494,123.666666667
51495,150.666666667
51496,122.933333333
51497,78.9333333333
51498,150.8
51499,44.8666666667
51500,186.533333333
51501,58.2666666667
51502,174.133333333
51503,203.533333333
51504,59.4666666667
51505,107.866666667
51506,62.3333333333
51507,344.266666667
51508,123.8
51509,122.466666667
51510,109.733333333
51511,102.466666667
51512,104.266666667
51513,135.533333333
51514,78.1333333333
51515,122.4
51516,176.8
51517,66.6666666667
51518,56.2
51519,63.1333333333
51520,81.5333333333
51521,109.2
51522,136.933333333
51523,49.1333333333
51524,37.5333333333
51525,51.6
51526,88.9333333333
51527,107.4
51528,79.1333333333
51529,85.6
51530,81.9333333333
51531,91.1333333333
51532,112.4
51533,306.333333333
51534,115.133333333
51535,67.0
51536,54.0666666667
51537,89.2666666667
51538,53.6
51539,107.4
51540,86.1333333333
51541,77.2666666667
51542,194.2
51543,142.266666667
51544,203.466666667
51545,59.2666666667
51546,150.0
51547,95.8666666667
51548,65.2
51549,65.4666666667
51550,104.066666667
51551,53.9333333333
51552,163.2
51553,109.6
51554,348.8
51555,41.6666666667
51556,306.333333333
51557,100.933333333
51558,91.0666666667
51559,66.2
51560,92.4
51561,67.8
51562,95.3333333333
51563,106.933333333
51564,59.6
51565,168.8
51566,123.4
51567,217.866666667
51568,71.0
51569,47.0
51570,82.4666666667
51571,71.5333333333
51572,56.6666666667
51573,61.7333333333
51574,101.333333333
51575,235.333333333
51576,97.3333333333
51577,104.8
51578,187.2
51579,174.8
51580,72.4
51581,52.7333333333
51582,42.5333333333
51583,96.7333333333
51584,94.6
51585,59.4
51586,42.8666666667
51587,66.6666666667
51588,42.0
51589,256.733333333
51590,45.8666666667
51591,141.133333333
51592,59.4666666667
51593,102.8
51594,50.7333333333
51595,49.8666666667
