geography,time_stamp_utc,dt,Latitude,Longitude,res_id,stockout
koramangala,08JAN2018:15:26:45,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:30:20,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:30:43,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:32:41,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:33:44,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:35:14,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:35:42,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:37:15,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:39:41,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:40:14,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:40:41,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,08JAN2018:15:42:14,08JAN2018,12.952483891,77.622799985,18460060,1
koramangala,10JAN2018:14:47:12,10JAN2018,12.952483891,77.622799985,18460060,1
koramangala,10JAN2018:14:47:40,10JAN2018,12.952483891,77.622799985,18460060,1
koramangala,10JAN2018:14:48:13,10JAN2018,12.952483891,77.622799985,18460060,1
koramangala,10JAN2018:14:50:16,10JAN2018,12.952483891,77.622799985,18460060,1
koramangala,10JAN2018:14:50:42,10JAN2018,12.952483891,77.622799985,18460060,1
koramangala,10JAN2018:14:51:21,10JAN2018,12.952483891,77.622799985,18460060,1
koramangala,10JAN2018:14:51:45,10JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:12:40,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:20:19,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:24:14,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:24:44,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:26:19,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:26:47,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:28:15,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:28:43,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:30:25,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:30:47,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:32:18,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:32:45,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:34:15,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:34:43,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:36:17,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:36:44,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:38:13,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:38:42,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:40:15,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:40:42,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:41:14,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:41:42,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:42:14,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:42:41,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:44:45,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:46:18,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:46:47,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:48:13,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:48:41,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:50:16,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:50:43,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:52:12,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:52:40,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:54:42,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:55:18,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:55:45,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:57:13,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:57:41,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:58:16,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,11JAN2018:15:58:43,11JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:25:20,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:26:13,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:26:39,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:28:43,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:29:15,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:38:14,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:50:16,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:52:41,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:54:14,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:54:39,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:56:10,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,12JAN2018:15:59:10,12JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:34:11,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:34:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:35:17,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:35:42,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:40:16,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:40:40,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:41:12,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:41:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:43:17,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:43:43,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:44:11,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:44:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:45:40,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:47:19,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:47:47,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:49:13,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:51:11,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:51:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:52:12,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:52:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:53:12,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:53:42,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:54:12,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:54:40,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:56:13,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:56:41,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:58:12,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:58:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:59:15,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:14:59:44,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:04:16,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:06:10,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:17:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:18:10,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:20:44,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:22:44,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:28:15,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:30:23,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:30:46,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:32:11,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:32:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:33:13,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:35:10,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:35:38,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:36:16,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:42:12,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,13JAN2018:15:42:39,13JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:28:13,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:28:40,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:31:08,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:31:36,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:32:18,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:32:47,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:34:13,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:34:41,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:36:39,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:39:40,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:43:11,14JAN2018,12.952483891,77.622799985,18460060,1
koramangala,14JAN2018:14:43:37,14JAN2018,12.952483891,77.622799985,18460060,1
